instance,node_id,search_depth,context,pressure_score,subtree_survived,best_descendant_objective,became_champion
1,119,11,Vol:Tiny|Len:Med|Core:Deep|Cong:None,0.0000,true,14.1742,false
1,116,10,Vol:Tiny|Len:Short|Core:Deep|Cong:None,0.0000,true,14.0616,false
1,121,11,Vol:Tiny|Len:Short|Core:Yes|Cong:None,0.0000,true,14.2076,false
1,122,11,Vol:Tiny|Len:Short|Core:Yes|Cong:None,0.0000,true,14.1537,false
1,123,11,Vol:Tiny|Len:Med|Core:Deep|Cong:None,0.0000,true,14.2662,false
1,120,10,Vol:Tiny|Len:Short|Core:Deep|Cong:None,0.0000,true,14.1537,false
1,125,11,Vol:Tiny|Len:Short|Core:Yes|Cong:None,0.0000,true,14.2501,false
1,126,11,Vol:Tiny|Len:Short|Core:Yes|Cong:None,0.0000,true,14.1962,false
1,127,11,Vol:Tiny|Len:Med|Core:Deep|Cong:None,0.0000,true,14.3087,false
1,124,10,Vol:Tiny|Len:Med|Core:Deep|Cong:None,0.0000,true,14.1962,false
1,115,9,Vol:Low|Len:Short|Core:Deep|Cong:None,0.0000,true,14.0616,false
1,88,8,Vol:Tiny|Len:Med|Core:Deep|Cong:None,0.0000,true,14.0616,false
1,7,7,Vol:Low|Len:Tiny|Core:Deep|Cong:None,0.0000,true,13.8317,true
1,132,11,Vol:Tiny|Len:Short|Core:Yes|Cong:None,0.0000,true,17.4817,false
1,133,11,Vol:Tiny|Len:Short|Core:Yes|Cong:None,0.0000,true,17.4278,false
1,134,11,Vol:Tiny|Len:Med|Core:Deep|Cong:None,0.0000,true,17.5486,false
1,131,10,Vol:Tiny|Len:Short|Core:Deep|Cong:None,0.0000,true,17.4278,false
1,136,11,Vol:Tiny|Len:Short|Core:Yes|Cong:None,0.0000,true,17.5738,false
1,137,11,Vol:Tiny|Len:Short|Core:Yes|Cong:None,0.0000,true,17.5199,false
1,138,11,Vol:Tiny|Len:Med|Core:Deep|Cong:None,0.0000,true,17.6407,false
1,135,10,Vol:Tiny|Len:Short|Core:Deep|Cong:None,0.0000,true,17.5199,false
1,140,11,Vol:Tiny|Len:Short|Core:Yes|Cong:None,0.0000,true,17.6552,false
1,141,11,Vol:Tiny|Len:Short|Core:Yes|Cong:None,0.0000,true,17.6013,false
1,142,11,Vol:Tiny|Len:Med|Core:Deep|Cong:None,0.0000,true,17.7221,false
1,139,10,Vol:Tiny|Len:Med|Core:Deep|Cong:None,0.0000,true,17.6013,false
1,130,9,Vol:Low|Len:Short|Core:Deep|Cong:None,0.0000,true,17.4278,false
1,145,11,Vol:Tiny|Len:Short|Core:Yes|Cong:None,0.0000,true,19.9922,false
1,146,11,Vol:Tiny|Len:Short|Core:Yes|Cong:None,0.0000,true,19.9383,false
1,147,11,Vol:Tiny|Len:Med|Core:Deep|Cong:None,0.0000,true,20.0591,false
1,144,10,Vol:Tiny|Len:Short|Core:Deep|Cong:None,0.0000,true,19.9383,false
1,149,11,Vol:Tiny|Len:Short|Core:Yes|Cong:None,0.0000,true,20.0842,false
1,150,11,Vol:Tiny|Len:Short|Core:Yes|Cong:None,0.0000,true,20.0303,false
1,151,11,Vol:Tiny|Len:Med|Core:Deep|Cong:None,0.0000,true,20.1511,false
1,148,10,Vol:Tiny|Len:Short|Core:Deep|Cong:None,0.0000,true,20.0303,false
1,153,11,Vol:Tiny|Len:Short|Core:Yes|Cong:None,0.0000,true,20.1657,false
1,154,11,Vol:Tiny|Len:Short|Core:Yes|Cong:None,0.0000,true,20.1118,false
1,155,11,Vol:Tiny|Len:Med|Core:Deep|Cong:None,0.0000,true,20.2326,false
1,152,10,Vol:Tiny|Len:Med|Core:Deep|Cong:None,0.0000,true,20.1118,false
1,143,9,Vol:Low|Len:Short|Core:Deep|Cong:None,0.0000,true,19.9383,false
1,158,11,Vol:Tiny|Len:Short|Core:Yes|Cong:None,0.0000,true,14.1124,false
1,159,11,Vol:Tiny|Len:Short|Core:Yes|Cong:None,0.0000,true,14.0584,false
1,160,11,Vol:Tiny|Len:Med|Core:Deep|Cong:None,0.0000,true,14.1793,false
1,157,10,Vol:Tiny|Len:Short|Core:Deep|Cong:None,0.0000,true,14.0584,false
1,162,11,Vol:Tiny|Len:Short|Core:Yes|Cong:None,0.0000,true,14.2044,false
1,163,11,Vol:Tiny|Len:Short|Core:Yes|Cong:None,0.0000,true,14.1505,false
1,164,11,Vol:Tiny|Len:Med|Core:Deep|Cong:None,0.0000,true,14.2713,false
1,161,10,Vol:Tiny|Len:Short|Core:Deep|Cong:None,0.0000,true,14.1505,false
1,166,11,Vol:Tiny|Len:Short|Core:Yes|Cong:None,0.0000,true,14.2859,false
1,167,11,Vol:Tiny|Len:Short|Core:Yes|Cong:None,0.0000,true,14.2320,false
1,168,11,Vol:Tiny|Len:Med|Core:Deep|Cong:None,0.0000,true,14.3528,false
1,165,10,Vol:Tiny|Len:Med|Core:Deep|Cong:None,0.0000,true,14.2320,false
1,156,9,Vol:Low|Len:Short|Core:Deep|Cong:None,0.0000,true,14.0584,false
1,129,8,Vol:Tiny|Len:Short|Core:Deep|Cong:None,0.0000,true,14.0584,false
1,172,11,Vol:Tiny|Len:Short|Core:Yes|Cong:None,0.0000,true,17.8491,false
1,173,11,Vol:Tiny|Len:Short|Core:Yes|Cong:None,0.0000,true,17.7951,false
1,174,11,Vol:Tiny|Len:Med|Core:Deep|Cong:None,0.0000,true,17.9160,false
1,171,10,Vol:Tiny|Len:Short|Core:Deep|Cong:None,0.0000,true,17.7951,false
1,176,11,Vol:Tiny|Len:Short|Core:Yes|Cong:None,0.0000,true,17.9411,false
1,177,11,Vol:Tiny|Len:Short|Core:Yes|Cong:None,0.0000,true,17.8872,false
1,178,11,Vol:Tiny|Len:Med|Core:Deep|Cong:None,0.0000,true,18.0080,false
1,175,10,Vol:Tiny|Len:Short|Core:Deep|Cong:None,0.0000,true,17.8872,false
1,180,11,Vol:Tiny|Len:Short|Core:Yes|Cong:None,0.0000,true,17.9715,false
1,181,11,Vol:Tiny|Len:Short|Core:Yes|Cong:None,0.0000,true,17.9175,false
1,182,11,Vol:Tiny|Len:Med|Core:Deep|Cong:None,0.0000,true,18.0384,false
1,179,10,Vol:Tiny|Len:Med|Core:Deep|Cong:None,0.0000,true,17.9175,false
1,170,9,Vol:Low|Len:Short|Core:Deep|Cong:None,0.0000,true,17.7951,false
1,185,11,Vol:Tiny|Len:Short|Core:Yes|Cong:None,0.0000,true,20.3595,false
1,186,11,Vol:Tiny|Len:Short|Core:Yes|Cong:None,0.0000,true,20.3056,false
1,187,11,Vol:Tiny|Len:Med|Core:Deep|Cong:None,0.0000,true,20.4264,false
1,184,10,Vol:Tiny|Len:Short|Core:Deep|Cong:None,0.0000,true,20.3056,false
1,189,11,Vol:Tiny|Len:Short|Core:Yes|Cong:None,0.0000,true,20.4516,false
1,190,11,Vol:Tiny|Len:Short|Core:Yes|Cong:None,0.0000,true,20.3977,false
1,191,11,Vol:Tiny|Len:Med|Core:Deep|Cong:None,0.0000,true,20.5185,false
1,188,10,Vol:Tiny|Len:Short|Core:Deep|Cong:None,0.0000,true,20.3977,false
1,193,11,Vol:Tiny|Len:Short|Core:Yes|Cong:None,0.0000,true,20.4819,false
1,194,11,Vol:Tiny|Len:Short|Core:Yes|Cong:None,0.0000,true,20.4280,false
1,195,11,Vol:Tiny|Len:Med|Core:Deep|Cong:None,0.0000,true,20.5488,false
1,192,10,Vol:Tiny|Len:Med|Core:Deep|Cong:None,0.0000,true,20.4280,false
1,183,9,Vol:Low|Len:Short|Core:Deep|Cong:None,0.0000,true,20.3056,false
1,198,11,Vol:Tiny|Len:Short|Core:Yes|Cong:None,0.0000,true,14.4797,false
1,199,11,Vol:Tiny|Len:Short|Core:Yes|Cong:None,0.0000,true,14.4258,false
1,200,11,Vol:Tiny|Len:Med|Core:Deep|Cong:None,0.0000,true,14.5466,false
1,197,10,Vol:Tiny|Len:Short|Core:Deep|Cong:None,0.0000,true,14.4258,false
1,202,11,Vol:Tiny|Len:Short|Core:Yes|Cong:None,0.0000,true,14.5718,false
1,203,11,Vol:Tiny|Len:Short|Core:Yes|Cong:None,0.0000,true,14.5178,false
1,204,11,Vol:Tiny|Len:Med|Core:Deep|Cong:None,0.0000,true,14.6387,false
1,201,10,Vol:Tiny|Len:Short|Core:Deep|Cong:None,0.0000,true,14.5178,false
1,206,11,Vol:Tiny|Len:Short|Core:Yes|Cong:None,0.0000,true,14.6021,false
1,207,11,Vol:Tiny|Len:Short|Core:Yes|Cong:None,0.0000,true,14.5482,false
1,208,11,Vol:Tiny|Len:Med|Core:Deep|Cong:None,0.0000,true,14.6690,false
1,205,10,Vol:Tiny|Len:Med|Core:Deep|Cong:None,0.0000,true,14.5482,false
1,196,9,Vol:Low|Len:Short|Core:Deep|Cong:None,0.0000,true,14.4258,false
1,169,8,Vol:Tiny|Len:Med|Core:Deep|Cong:None,0.0000,true,14.4258,false
1,212,11,Vol:Tiny|Len:Short|Core:Yes|Cong:None,0.0000,true,18.6642,false
1,213,11,Vol:Tiny|Len:Short|Core:Yes|Cong:None,0.0000,true,18.6102,false
1,214,11,Vol:Tiny|Len:Med|Core:Deep|Cong:None,0.0000,true,18.7228,false
1,211,10,Vol:Tiny|Len:Short|Core:Deep|Cong:None,0.0000,true,18.6102,false
1,216,11,Vol:Tiny|Len:Short|Core:Yes|Cong:None,0.0000,true,18.7562,false
1,217,11,Vol:Tiny|Len:Short|Core:Yes|Cong:None,0.0000,true,18.7023,false
1,218,11,Vol:Tiny|Len:Med|Core:Deep|Cong:None,0.0000,true,18.8149,false
1,215,10,Vol:Tiny|Len:Short|Core:Deep|Cong:None,0.0000,true,18.7023,false
1,220,11,Vol:Tiny|Len:Short|Core:Yes|Cong:None,0.0000,true,18.7987,false
1,221,11,Vol:Tiny|Len:Short|Core:Yes|Cong:None,0.0000,true,18.7448,false
1,222,11,Vol:Tiny|Len:Med|Core:Deep|Cong:None,0.0000,true,18.8574,false
1,219,10,Vol:Tiny|Len:Med|Core:Deep|Cong:None,0.0000,true,18.7448,false
1,210,9,Vol:Low|Len:Short|Core:Deep|Cong:None,0.0000,true,18.6102,false
1,225,11,Vol:Tiny|Len:Short|Core:Yes|Cong:None,0.0000,true,21.1746,false
1,226,11,Vol:Tiny|Len:Short|Core:Yes|Cong:None,0.0000,true,21.1207,false
1,227,11,Vol:Tiny|Len:Med|Core:Deep|Cong:None,0.0000,true,21.2333,false
1,224,10,Vol:Tiny|Len:Short|Core:Deep|Cong:None,0.0000,true,21.1207,false
1,229,11,Vol:Tiny|Len:Short|Core:Yes|Cong:None,0.0000,true,21.2667,false
1,230,11,Vol:Tiny|Len:Short|Core:Yes|Cong:None,0.0000,true,21.2128,false
1,231,11,Vol:Tiny|Len:Med|Core:Deep|Cong:None,0.0000,true,21.3253,false
1,228,10,Vol:Tiny|Len:Short|Core:Deep|Cong:None,0.0000,true,21.2128,false
1,233,11,Vol:Tiny|Len:Short|Core:Yes|Cong:None,0.0000,true,21.3092,false
1,234,11,Vol:Tiny|Len:Short|Core:Yes|Cong:None,0.0000,true,21.2553,false
1,235,11,Vol:Tiny|Len:Med|Core:Deep|Cong:None,0.0000,true,21.3678,false
1,232,10,Vol:Tiny|Len:Med|Core:Deep|Cong:None,0.0000,true,21.2553,false
1,223,9,Vol:Low|Len:Short|Core:Deep|Cong:None,0.0000,true,21.1207,false
1,238,11,Vol:Tiny|Len:Short|Core:Yes|Cong:None,0.0000,true,15.3905,false
1,239,11,Vol:Tiny|Len:Short|Core:Yes|Cong:None,0.0000,true,15.3366,false
1,240,11,Vol:Tiny|Len:Med|Core:Deep|Cong:None,0.0000,true,15.4491,false
1,237,10,Vol:Tiny|Len:Short|Core:Deep|Cong:None,0.0000,true,15.3366,false
1,242,11,Vol:Tiny|Len:Short|Core:Yes|Cong:None,0.0000,true,15.4825,false
1,243,11,Vol:Tiny|Len:Short|Core:Yes|Cong:None,0.0000,true,15.4286,false
1,244,11,Vol:Tiny|Len:Med|Core:Deep|Cong:None,0.0000,true,15.5412,false
1,241,10,Vol:Tiny|Len:Short|Core:Deep|Cong:None,0.0000,true,15.4286,false
1,246,11,Vol:Tiny|Len:Short|Core:Yes|Cong:None,0.0000,true,15.5251,false
1,247,11,Vol:Tiny|Len:Short|Core:Yes|Cong:None,0.0000,true,15.4712,false
1,248,11,Vol:Tiny|Len:Med|Core:Deep|Cong:None,0.0000,true,15.5837,false
1,245,10,Vol:Tiny|Len:Med|Core:Deep|Cong:None,0.0000,true,15.4712,false
1,236,9,Vol:Low|Len:Short|Core:Deep|Cong:None,0.0000,true,15.3366,false
1,209,8,Vol:Tiny|Len:Med|Core:Deep|Cong:None,0.0000,true,15.3366,false
1,128,7,Vol:Low|Len:Short|Core:Deep|Cong:None,0.0000,true,14.0584,false
1,253,11,Vol:Tiny|Len:Short|Core:Yes|Cong:None,0.0000,true,23.1263,false
1,254,11,Vol:Tiny|Len:Short|Core:Yes|Cong:None,0.0000,true,23.0724,false
1,255,11,Vol:Tiny|Len:Med|Core:Deep|Cong:None,0.0000,true,23.1932,false
1,252,10,Vol:Tiny|Len:Short|Core:Deep|Cong:None,0.0000,true,23.0724,false
1,257,11,Vol:Tiny|Len:Short|Core:Yes|Cong:None,0.0000,true,23.2183,false
1,258,11,Vol:Tiny|Len:Short|Core:Yes|Cong:None,0.0000,true,23.1644,false
1,259,11,Vol:Tiny|Len:Med|Core:Deep|Cong:None,0.0000,true,23.2852,false
1,256,10,Vol:Tiny|Len:Short|Core:Deep|Cong:None,0.0000,true,23.1644,false
1,261,11,Vol:Tiny|Len:Short|Core:Yes|Cong:None,0.0000,true,23.2998,false
1,262,11,Vol:Tiny|Len:Short|Core:Yes|Cong:None,0.0000,true,23.2459,false
1,263,11,Vol:Tiny|Len:Med|Core:Deep|Cong:None,0.0000,true,23.3667,false
1,260,10,Vol:Tiny|Len:Med|Core:Deep|Cong:None,0.0000,true,23.2459,false
1,251,9,Vol:Low|Len:Short|Core:Deep|Cong:None,0.0000,true,23.0724,false
1,266,11,Vol:Tiny|Len:Short|Core:Yes|Cong:None,0.0000,true,25.6128,false
1,267,11,Vol:Tiny|Len:Short|Core:Yes|Cong:None,0.0000,true,25.5589,false
1,268,11,Vol:Tiny|Len:Med|Core:Deep|Cong:None,0.0000,true,25.6797,false
1,265,10,Vol:Tiny|Len:Short|Core:Deep|Cong:None,0.0000,true,25.5589,false
1,270,11,Vol:Tiny|Len:Short|Core:Yes|Cong:None,0.0000,true,25.7048,false
1,271,11,Vol:Tiny|Len:Short|Core:Yes|Cong:None,0.0000,true,25.6509,false
1,272,11,Vol:Tiny|Len:Med|Core:Deep|Cong:None,0.0000,true,25.7717,false
1,269,10,Vol:Tiny|Len:Short|Core:Deep|Cong:None,0.0000,true,25.6509,false
1,274,11,Vol:Tiny|Len:Short|Core:Yes|Cong:None,0.0000,true,25.7863,false
1,275,11,Vol:Tiny|Len:Short|Core:Yes|Cong:None,0.0000,true,25.7324,false
1,276,11,Vol:Tiny|Len:Med|Core:Deep|Cong:None,0.0000,true,25.8532,false
1,273,10,Vol:Tiny|Len:Med|Core:Deep|Cong:None,0.0000,true,25.7324,false
1,264,9,Vol:Low|Len:Short|Core:Deep|Cong:None,0.0000,true,25.5589,false
1,279,11,Vol:Tiny|Len:Short|Core:Yes|Cong:None,0.0000,true,19.9964,false
1,280,11,Vol:Tiny|Len:Short|Core:Yes|Cong:None,0.0000,true,19.9425,false
1,281,11,Vol:Tiny|Len:Med|Core:Deep|Cong:None,0.0000,true,20.0633,false
1,278,10,Vol:Tiny|Len:Short|Core:Deep|Cong:None,0.0000,true,19.9425,false
1,283,11,Vol:Tiny|Len:Short|Core:Yes|Cong:None,0.0000,true,20.0885,false
1,284,11,Vol:Tiny|Len:Short|Core:Yes|Cong:None,0.0000,true,20.0346,false
1,285,11,Vol:Tiny|Len:Med|Core:Deep|Cong:None,0.0000,true,20.1554,false
1,282,10,Vol:Tiny|Len:Short|Core:Deep|Cong:None,0.0000,true,20.0346,false
1,287,11,Vol:Tiny|Len:Short|Core:Yes|Cong:None,0.0000,true,20.1699,false
1,288,11,Vol:Tiny|Len:Short|Core:Yes|Cong:None,0.0000,true,20.1160,false
1,289,11,Vol:Tiny|Len:Med|Core:Deep|Cong:None,0.0000,true,20.2368,false
1,286,10,Vol:Tiny|Len:Med|Core:Deep|Cong:None,0.0000,true,20.1160,false
1,277,9,Vol:Low|Len:Short|Core:Deep|Cong:None,0.0000,true,19.9425,false
1,250,8,Vol:Tiny|Len:Short|Core:Deep|Cong:None,0.0000,true,19.9425,false
1,293,11,Vol:Tiny|Len:Short|Core:Yes|Cong:None,0.0000,true,23.4936,false
1,294,11,Vol:Tiny|Len:Short|Core:Yes|Cong:None,0.0000,true,23.4397,false
1,295,11,Vol:Tiny|Len:Med|Core:Deep|Cong:None,0.0000,true,23.5605,false
1,292,10,Vol:Tiny|Len:Short|Core:Deep|Cong:None,0.0000,true,23.4397,false
1,297,11,Vol:Tiny|Len:Short|Core:Yes|Cong:None,0.0000,true,23.5857,false
1,298,11,Vol:Tiny|Len:Short|Core:Yes|Cong:None,0.0000,true,23.5317,false
1,299,11,Vol:Tiny|Len:Med|Core:Deep|Cong:None,0.0000,true,23.6526,false
1,296,10,Vol:Tiny|Len:Short|Core:Deep|Cong:None,0.0000,true,23.5317,false
