UID,Selections,Admissions,Productivity,Novelty,Quality,AvgSAGain,Age,BasinYield,BestDescINRC
2550,4,1,0.2500,0.1244,1.5609,779.9999,12803.0,225.0000,39060.0
3658,4,1,0.2500,0.1664,1.1368,-480.0001,3375.0,0.0000,31560.0
1201,6,1,0.1667,0.1970,1.1516,119.9998,20716.0,30.0000,35940.0
1204,6,1,0.1667,0.1710,1.3253,360.0002,20700.0,85.0000,41670.0
1171,6,2,0.3333,0.0990,1.2326,-225.0000,20867.0,0.0000,41520.0
3910,3,0,0.0000,0.1676,1.4580,0.0000,804.0,0.0000,inf
794,7,2,0.2857,0.1664,1.3381,389.9998,22634.0,158.5714,40860.0
254,3,1,0.3333,0.2434,1.3699,989.9999,24384.0,360.0000,45960.0
2094,1,0,0.0000,0.1713,1.4900,0.0000,15951.0,0.0000,inf
2680,7,1,0.1429,0.2369,1.1646,-60.0000,11736.0,8.5714,34140.0
2006,11,2,0.1818,0.0482,1.5566,-225.0000,16426.0,51.8182,38880.0
749,10,2,0.2000,0.2088,1.2667,690.0000,22795.0,165.0000,40500.0
871,2,0,0.0000,0.1661,1.4650,0.0000,22305.0,0.0000,inf
2773,6,1,0.1667,0.1449,1.4894,300.0000,11063.0,70.0000,37350.0
600,6,0,0.0000,0.1086,1.4670,0.0000,23348.0,0.0000,inf
1445,6,1,0.1667,0.1683,1.3000,180.0000,19554.0,45.0000,41340.0
3595,6,1,0.1667,0.1067,1.3467,89.9998,3915.0,30.0000,32850.0
950,1,0,0.0000,0.2151,1.3890,0.0000,21951.0,0.0000,inf
2764,32,2,0.0625,0.1505,1.2247,570.0000,11145.0,41.2500,48510.0
2762,4,0,0.0000,0.0592,1.4088,0.0000,11154.0,0.0000,inf
2210,11,2,0.1818,0.0895,1.5166,165.0000,15195.0,40.9091,42360.0
2615,10,1,0.1000,0.0548,1.3013,300.0000,12293.0,54.0000,46830.0
259,5,3,0.6000,0.2625,1.0592,150.0000,24370.0,192.0000,42420.0
57,5,2,0.4000,0.2348,1.1851,629.9999,24908.0,330.0000,49170.0
1178,1,1,1.0000,0.1733,1.4642,150.0000,20812.0,270.0000,43470.0
