UID,Selections,Admissions,Productivity,Novelty,Quality,AvgSAGain,Age,BasinYield,BestDescINRC
2382,5,0,0.0000,0.1123,1.1963,0.0000,17527.0,0.0000,inf
1258,2,0,0.0000,0.2442,1.0830,0.0000,21706.0,0.0000,inf
3420,2,0,0.0000,0.0777,1.5358,0.0000,11318.0,0.0000,inf
2733,4,0,0.0000,0.2117,1.0563,0.0000,15646.0,0.0000,inf
3030,1,0,0.0000,0.0927,1.2382,0.0000,13839.0,0.0000,inf
2307,3,2,0.6667,0.1024,1.3484,-74.9999,17851.0,40.0000,32940.0
2645,1,0,0.0000,0.1612,1.0362,0.0000,16121.0,0.0000,inf
2914,8,4,0.5000,0.1386,1.5265,202.4999,14588.0,153.7500,37320.0
1179,1,1,1.0000,0.2733,1.3014,570.0000,21953.0,690.0000,47280.0
2148,11,3,0.2727,0.2072,0.9690,20.0002,18575.0,60.0000,31230.0
3648,2,0,0.0000,0.1584,1.5469,0.0000,9621.0,0.0000,inf
719,7,4,0.5714,0.2381,1.1470,592.4998,23320.0,411.4286,37140.0
3362,2,0,0.0000,0.1200,1.5037,0.0000,11822.0,0.0000,inf
221,2,1,0.5000,0.1804,1.3296,779.9999,24498.0,510.0000,45750.0
1423,6,1,0.1667,0.1483,1.4507,-30.0002,21176.0,5.0000,42450.0
3199,2,0,0.0000,0.1360,1.5497,0.0000,12812.0,0.0000,inf
3963,5,2,0.4000,0.1601,1.4013,480.0000,7256.0,228.0000,43380.0
1256,2,1,0.5000,0.1948,1.1794,89.9998,21718.0,90.0000,37350.0
3635,5,2,0.4000,0.2071,1.0044,540.0000,9700.0,270.0000,47910.0
3709,27,1,0.0370,0.1276,1.2221,90.0000,9150.0,5.5556,38910.0
4155,4,1,0.2500,0.1373,1.4979,180.0000,5773.0,82.5000,33510.0
2848,2,1,0.5000,0.1788,0.9515,-60.0004,14992.0,30.0000,30810.0
3071,10,3,0.3000,0.1082,1.5546,289.9997,13606.0,111.0000,35370.0
3904,3,1,0.3333,0.1143,1.4784,-60.0001,7726.0,40.0000,33630.0
3532,14,0,0.0000,0.1420,1.4658,0.0000,10454.0,0.0000,inf
3110,10,3,0.3000,0.1649,1.3740,-639.9999,13410.0,27.0000,32190.0
577,5,2,0.4000,0.1452,1.1533,224.9999,23661.0,120.0000,40650.0
709,2,1,0.5000,0.1439,1.2192,150.0002,23344.0,75.0000,43920.0
466,4,0,0.0000,0.1171,1.0732,0.0000,23920.0,0.0000,inf
751,2,0,0.0000,0.2671,1.1664,0.0000,23225.0,0.0000,inf
3263,9,0,0.0000,0.2224,1.3331,0.0000,12339.0,0.0000,inf
26,2,2,1.0000,0.3950,1.2654,1425.0000,24957.0,1590.0000,53790.0
3315,11,0,0.0000,0.1313,1.2813,0.0000,12088.0,0.0000,inf
66,8,5,0.6250,0.2487,1.1228,546.0000,24893.0,446.2500,50490.0
4118,4,0,0.0000,0.1188,1.2953,0.0000,6118.0,0.0000,inf
2463,3,1,0.3333,0.1827,1.1941,569.9998,17138.0,250.0000,33420.0
3710,12,1,0.0833,0.1592,1.5549,89.9999,9128.0,12.5000,37230.0
3842,6,2,0.3333,0.1066,1.2446,-464.9996,8164.0,0.0000,34620.0
2479,5,0,0.0000,0.1107,0.9720,0.0000,17054.0,0.0000,inf
3594,18,6,0.3333,0.1938,1.5165,-625.0000,9988.0,26.6667,33360.0
3782,30,4,0.1333,0.2051,1.3464,217.4999,8605.0,42.0000,34770.0
418,7,1,0.1429,0.1664,1.1004,959.9999,24014.0,154.2857,44160.0
3649,1,1,1.0000,0.1377,1.3345,180.0003,9619.0,240.0000,32460.0
4431,7,0,0.0000,0.1316,1.5601,0.0000,3453.0,0.0000,inf
1634,6,0,0.0000,0.2363,1.4405,0.0000,20499.0,0.0000,inf
669,6,0,0.0000,0.1261,1.0639,0.0000,23457.0,0.0000,inf
1783,26,5,0.1923,0.1380,1.2220,-24.0000,19973.0,46.1538,37680.0
2569,1,0,0.0000,0.1421,1.4005,0.0000,16549.0,0.0000,inf
2789,4,1,0.2500,0.1615,1.4745,210.0001,15244.0,52.5000,34020.0
4659,4,2,0.5000,0.1410,1.2181,-404.9997,1394.0,0.0000,30210.0
3176,6,0,0.0000,0.1721,1.2328,0.0000,13010.0,0.0000,inf
2690,10,3,0.3000,0.1005,1.5181,159.9999,15844.0,84.0000,38310.0
2038,3,1,0.3333,0.1191,1.4740,-90.0001,19024.0,10.0000,35910.0
3101,12,1,0.0833,0.0988,1.4384,120.0000,13450.0,25.0000,42480.0
2698,7,2,0.2857,0.1322,1.4963,-210.0000,15793.0,17.1429,37680.0
3642,7,1,0.1429,0.1132,1.2805,-30.0001,9671.0,12.8571,31440.0
964,4,0,0.0000,0.1902,1.2650,0.0000,22598.0,0.0000,inf
3741,8,2,0.2500,0.1352,1.4163,270.0000,8923.0,101.2500,35490.0
1763,2,0,0.0000,0.0576,1.3983,0.0000,20044.0,0.0000,inf
1929,2,1,0.5000,0.1436,1.1306,329.9998,19423.0,225.0000,34650.0
2054,4,0,0.0000,0.1590,1.3584,0.0000,18965.0,0.0000,inf
4662,1,1,1.0000,0.1970,1.1792,-30.0002,1380.0,60.0000,29580.0
725,5,0,0.0000,0.1469,0.9241,0.0000,23300.0,0.0000,inf
2457,2,0,0.0000,0.1183,1.2922,0.0000,17167.0,0.0000,inf
1901,1,1,1.0000,0.1657,1.3545,150.0002,19518.0,270.0000,35970.0
4780,1,0,0.0000,0.0819,1.5300,0.0000,445.0,0.0000,inf
4585,7,1,0.1429,0.1457,1.4870,270.0001,1996.0,60.0000,32430.0
1394,3,2,0.6667,0.2999,1.2311,-480.0000,21273.0,0.0000,37170.0
2710,5,0,0.0000,0.1673,1.4714,0.0000,15753.0,0.0000,inf
4453,9,1,0.1111,0.1304,1.1035,450.0000,3214.0,66.6667,48030.0
1898,4,2,0.5000,0.1448,1.4688,-165.0000,19524.0,45.0000,38400.0
4015,4,0,0.0000,0.1417,1.5237,0.0000,6877.0,0.0000,inf
4385,9,2,0.2222,0.1430,1.5027,269.9999,3838.0,90.0000,32010.0
4709,1,0,0.0000,0.1432,1.3526,0.0000,1010.0,0.0000,inf
108,7,1,0.1429,0.2294,1.0698,450.0000,24788.0,85.7143,55620.0
4342,9,1,0.1111,0.0973,1.3929,-0.0000,4205.0,3.3333,33300.0
1052,7,1,0.1429,0.2217,0.9747,330.0000,22318.0,85.7143,46110.0
2087,3,1,0.3333,0.1631,1.2762,30.0001,18875.0,70.0000,33420.0
2173,3,0,0.0000,0.1582,1.3923,0.0000,18448.0,0.0000,inf
1572,3,1,0.3333,0.1637,1.4853,209.9996,20690.0,80.0000,39750.0
3213,6,1,0.1667,0.1208,1.3989,989.9999,12727.0,190.0000,42930.0
3711,7,1,0.1429,0.1604,1.4426,-210.0000,9114.0,0.0000,42900.0
678,4,2,0.5000,0.1760,1.0953,285.0001,23428.0,180.0000,40860.0
852,4,2,0.5000,0.1481,1.1404,419.9999,22940.0,255.0000,36330.0
1131,1,0,0.0000,0.2328,1.0381,0.0000,22092.0,0.0000,inf
2327,3,1,0.3333,0.1297,1.4375,210.0002,17765.0,100.0000,35340.0
2410,1,0,0.0000,0.1087,1.1934,0.0000,17374.0,0.0000,inf
2786,12,2,0.1667,0.1552,1.4850,-120.0000,15280.0,62.5000,39540.0
3634,8,1,0.1250,0.1170,1.2360,-209.9996,9725.0,0.0000,31530.0
4,5,3,0.6000,0.2429,1.1430,1210.0000,24997.0,798.0000,56040.0
2055,2,1,0.5000,0.1631,1.2795,0.0004,18964.0,120.0000,33630.0
2782,1,1,1.0000,0.1595,1.0355,89.9998,15304.0,120.0000,31860.0
4345,7,0,0.0000,0.0951,1.3137,0.0000,4172.0,0.0000,inf
2683,5,0,0.0000,0.1462,1.3634,0.0000,15871.0,0.0000,inf
3216,7,1,0.1429,0.1324,1.4826,240.0000,12712.0,51.4286,37050.0
3988,3,1,0.3333,0.1152,1.2895,-569.9994,7074.0,0.0000,34920.0
6,14,2,0.1429,0.2379,0.9462,1230.0000,24992.0,205.7143,58410.0
1138,18,10,0.5556,0.1220,1.4494,65.9999,22077.0,211.6667,39450.0
3143,1,1,1.0000,0.1228,1.2060,-209.9999,13163.0,0.0000,31320.0
4629,1,1,1.0000,0.0943,1.5925,-30.0001,1695.0,30.0000,37590.0
600,5,2,0.4000,0.1845,1.2357,345.0000,23614.0,168.0000,41400.0
3799,13,5,0.3846,0.1012,1.2213,-12.0001,8487.0,48.4615,30180.0
3344,33,1,0.0303,0.1753,0.9520,630.0000,11892.0,21.8182,57570.0
3522,22,0,0.0000,0.1473,0.9023,0.0000,10540.0,0.0000,inf
3664,10,0,0.0000,0.1106,1.5657,0.0000,9500.0,0.0000,inf
2153,1,0,0.0000,0.1684,0.9992,0.0000,18547.0,0.0000,inf
1750,29,6,0.2069,0.1645,1.5714,464.9999,20082.0,115.8621,39510.0
352,9,1,0.1111,0.1017,1.2521,179.9998,24191.0,20.0000,46860.0
1454,4,0,0.0000,0.1059,1.1816,0.0000,21069.0,0.0000,inf
3159,16,1,0.0625,0.1590,1.2817,719.9997,13071.0,52.5000,31920.0
1588,1,0,0.0000,0.1924,1.1901,0.0000,20657.0,0.0000,inf
1235,2,1,0.5000,0.2775,1.1481,810.0000,21790.0,405.0000,47610.0
1759,6,1,0.1667,0.1632,1.4358,-449.9997,20057.0,0.0000,37260.0
2390,3,2,0.6667,0.1266,1.2949,45.0003,17467.0,120.0000,35400.0
480,2,1,0.5000,0.1713,1.0490,1260.0000,23891.0,780.0000,52080.0
1895,5,0,0.0000,0.1196,1.4870,0.0000,19530.0,0.0000,inf
4563,5,1,0.2000,0.1495,1.2338,479.9997,2231.0,126.0000,29430.0
321,16,5,0.3125,0.1643,1.1394,84.0000,24267.0,80.6250,44310.0
40,17,5,0.2941,0.2754,1.0252,1253.9999,24937.0,423.5294,56640.0
4434,4,0,0.0000,0.1435,1.5278,0.0000,3436.0,0.0000,inf
2238,13,1,0.0769,0.0778,1.4892,990.0000,18154.0,85.3846,38580.0
2966,4,0,0.0000,0.1357,1.4063,0.0000,14231.0,0.0000,inf
2040,3,2,0.6667,0.3156,1.0354,-195.0003,19014.0,0.0000,32880.0
1922,1,0,0.0000,0.1307,1.4260,0.0000,19437.0,0.0000,inf
4407,1,0,0.0000,0.0429,1.4387,0.0000,3642.0,0.0000,inf
4185,7,1,0.1429,0.1060,1.4648,719.9999,5573.0,111.4286,34380.0
507,3,2,0.6667,0.2652,0.9128,690.0001,23830.0,530.0000,37830.0
2365,12,3,0.2500,0.1463,1.4254,189.9999,17614.0,85.0000,38940.0
1317,1,1,1.0000,0.1948,1.2021,210.0001,21523.0,270.0000,36960.0
1547,2,0,0.0000,0.2240,1.1778,0.0000,20777.0,0.0000,inf
1148,1,0,0.0000,0.1639,1.2559,0.0000,22049.0,0.0000,inf
2419,2,0,0.0000,0.1401,1.3796,0.0000,17347.0,0.0000,inf
2700,1,1,1.0000,0.1348,1.4991,240.0001,15789.0,480.0000,36420.0
2806,85,1,0.0118,0.2367,0.9379,1200.0000,15152.0,16.2353,55020.0
3352,13,3,0.2308,0.1407,1.5469,-40.0000,11868.0,69.2308,33960.0
3724,15,1,0.0667,0.1978,1.0479,-420.0000,9028.0,0.0000,48480.0
3099,5,1,0.2000,0.2446,1.1011,-539.9999,13459.0,0.0000,33210.0
2098,3,0,0.0000,0.1720,1.5078,0.0000,18841.0,0.0000,inf
2616,27,0,0.0000,0.2341,0.9371,0.0000,16331.0,0.0000,inf
840,4,3,0.7500,0.1898,1.1272,-120.0000,22969.0,112.5000,36480.0
811,5,1,0.2000,0.1497,1.2919,89.9998,23070.0,18.0000,41760.0
3964,4,0,0.0000,0.1503,1.5004,0.0000,7253.0,0.0000,inf
1892,1,0,0.0000,0.1338,0.9987,0.0000,19535.0,0.0000,inf
3148,18,2,0.1111,0.1184,0.9956,615.0000,13135.0,88.3333,48540.0
3853,4,1,0.2500,0.1128,1.4210,-150.0000,8099.0,30.0000,33390.0
4464,3,1,0.3333,0.1409,1.5211,-629.9999,3116.0,0.0000,35370.0
2453,2,1,0.5000,0.0963,1.4278,-330.0001,17176.0,0.0000,35490.0
4636,3,1,0.3333,0.1457,1.4772,-510.0000,1576.0,0.0000,32610.0
2541,3,1,0.3333,0.1476,0.9819,450.0004,16718.0,210.0000,31410.0
3228,1,0,0.0000,0.0992,1.3622,0.0000,12607.0,0.0000,inf
4661,1,1,1.0000,0.1582,1.2699,60.0000,1384.0,90.0000,30690.0
982,9,7,0.7778,0.1081,1.0675,-227.1430,22543.0,50.0000,34500.0
1188,3,2,0.6667,0.1582,1.0387,-0.0006,21927.0,110.0000,37140.0
3422,7,1,0.1429,0.1383,1.4319,-90.0001,11301.0,0.0000,43470.0
1408,3,1,0.3333,0.2745,1.1978,779.9998,21223.0,300.0000,38010.0
4408,4,0,0.0000,0.1572,1.4702,0.0000,3641.0,0.0000,inf
4108,25,1,0.0400,0.1395,0.8999,390.0000,6181.0,25.2000,58260.0
1491,29,1,0.0345,0.1425,1.0419,780.0000,20947.0,31.0345,50100.0
1446,5,2,0.4000,0.2310,1.3590,449.9999,21084.0,258.0000,44370.0
2018,9,2,0.2222,0.1506,1.5083,329.9999,19090.0,100.0000,39090.0
4611,2,0,0.0000,0.1781,1.2306,0.0000,1818.0,0.0000,inf
1424,2,0,0.0000,0.2062,0.9797,0.0000,21173.0,0.0000,inf
1266,5,4,0.8000,0.1644,1.2108,-30.0000,21678.0,126.0000,35310.0
1747,8,3,0.3750,0.1542,1.0938,-240.0002,20093.0,0.0000,33570.0
2150,2,1,0.5000,0.1336,1.3856,90.0000,18563.0,90.0000,37500.0
2627,5,1,0.2000,0.1092,1.4938,-210.0000,16236.0,0.0000,41340.0
2630,4,0,0.0000,0.1908,0.9903,0.0000,16221.0,0.0000,inf
2681,6,1,0.1667,0.1343,1.5188,89.9999,15883.0,40.0000,38430.0
3932,15,4,0.2667,0.1589,1.2072,-225.0001,7494.0,36.0000,30060.0
1245,3,2,0.6667,0.1272,1.1522,90.0000,21755.0,90.0000,35700.0
2576,12,1,0.0833,0.1392,1.4885,-270.0001,16515.0,0.0000,39330.0
1676,3,0,0.0000,0.3041,1.0594,0.0000,20330.0,0.0000,inf
2561,7,2,0.2857,0.1378,1.5683,-374.9999,16611.0,17.1429,38100.0
2184,7,0,0.0000,0.2245,1.3330,0.0000,18394.0,0.0000,inf
3684,5,1,0.2000,0.1911,1.0619,209.9994,9364.0,42.0000,33120.0
586,4,2,0.5000,0.1472,1.1800,390.0000,23638.0,240.0000,41730.0
3915,7,1,0.1429,0.0807,1.3488,570.0000,7654.0,98.5714,34620.0
1602,6,1,0.1667,0.1754,1.3492,510.0000,20600.0,100.0000,45750.0
101,1,1,1.0000,0.4076,0.9612,630.0001,24814.0,720.0000,48570.0
3343,28,3,0.1071,0.2648,0.9791,620.0000,11896.0,83.5714,56520.0
1974,3,0,0.0000,0.3869,1.0929,0.0000,19248.0,0.0000,inf
4027,5,3,0.6000,0.1152,1.5303,50.0000,6784.0,66.0000,36720.0
4044,5,1,0.2000,0.1062,1.4526,-240.0004,6655.0,0.0000,36270.0
730,2,1,0.5000,0.1760,1.0819,-270.0000,23277.0,0.0000,41610.0
1469,1,0,0.0000,0.1278,1.3490,0.0000,21021.0,0.0000,inf
2910,2,0,0.0000,0.2188,1.3596,0.0000,14598.0,0.0000,inf
3934,4,0,0.0000,0.1483,1.5588,0.0000,7477.0,0.0000,inf
41,9,2,0.2222,0.2637,1.0371,855.0000,24936.0,210.0000,55560.0
4270,1,0,0.0000,0.1524,1.4793,0.0000,4828.0,0.0000,inf
2993,5,0,0.0000,0.1602,1.3405,0.0000,14034.0,0.0000,inf
3923,3,1,0.3333,0.1501,1.4705,-119.9999,7566.0,0.0000,33630.0
676,13,3,0.2308,0.2852,1.1619,590.0000,23434.0,168.4615,51510.0
1822,1,0,0.0000,0.1931,1.4509,0.0000,19761.0,0.0000,inf
1908,5,2,0.4000,0.1435,1.4078,749.9999,19499.0,360.0000,37620.0
4334,12,2,0.1667,0.1345,1.4796,224.9999,4269.0,82.5000,41040.0
