UID,Selections,Admissions,Productivity,Novelty,Quality,AvgSAGain,Age,BasinYield,BestDescINRC
1449,9,3,0.3333,0.1463,1.1705,-140.0001,19413.0,13.3333,34680.0
3536,7,3,0.4286,0.1543,1.2211,-10.0001,2008.0,102.8571,31890.0
1114,19,1,0.0526,0.1018,1.4010,780.0000,21337.0,34.7368,42030.0
3175,6,0,0.0000,0.2547,0.9145,0.0000,5496.0,0.0000,inf
1439,55,2,0.0364,0.1520,1.0725,780.0000,19445.0,31.6364,50460.0
1641,15,3,0.2000,0.1455,1.3872,-210.0000,18093.0,6.0000,37530.0
3411,3,0,0.0000,0.1782,1.3714,0.0000,3221.0,0.0000,inf
1794,7,4,0.5714,0.1403,1.1134,-435.0000,16905.0,0.0000,33660.0
1841,30,6,0.2000,0.1263,1.2585,269.9998,16592.0,80.0000,34650.0
1894,2,0,0.0000,0.1667,1.4178,0.0000,16246.0,0.0000,inf
2053,10,2,0.2000,0.1124,1.4881,360.0000,15063.0,66.0000,40710.0
2425,1,0,0.0000,0.1853,1.4480,0.0000,12111.0,0.0000,inf
3640,3,0,0.0000,0.0891,1.2083,0.0000,1014.0,0.0000,inf
179,2,2,1.0000,0.1953,0.9283,344.9999,24649.0,435.0000,45240.0
1717,4,0,0.0000,0.1637,1.4349,0.0000,17587.0,0.0000,inf
3323,11,0,0.0000,0.1662,1.4898,0.0000,4229.0,0.0000,inf
1708,20,3,0.1500,0.1699,1.0630,540.0000,17642.0,73.5000,54120.0
869,15,2,0.1333,0.1641,1.5407,509.9998,22507.0,80.0000,40680.0
430,5,3,0.6000,0.2115,1.0314,-190.0000,24024.0,0.0000,42930.0
463,9,4,0.4444,0.1711,1.3462,299.9999,23934.0,140.0000,45030.0
3159,1,0,0.0000,0.1772,1.1605,0.0000,5626.0,0.0000,inf
2766,3,0,0.0000,0.0697,0.9496,0.0000,8967.0,0.0000,inf
2047,12,3,0.2500,0.1790,1.2880,70.0001,15109.0,50.0000,34530.0
1923,6,1,0.1667,0.1272,1.1342,-180.0000,16064.0,0.0000,34530.0
2780,9,2,0.2222,0.1256,1.4283,-270.0000,8863.0,10.0000,41670.0
3231,5,1,0.2000,0.1397,1.4350,-480.0000,5064.0,0.0000,36540.0
1360,1,1,1.0000,0.1657,1.5877,-150.0000,20006.0,0.0000,40710.0
3575,4,1,0.2500,0.1760,1.4264,-360.0001,1706.0,0.0000,39870.0
3387,2,0,0.0000,0.1710,1.5291,0.0000,3451.0,0.0000,inf
772,2,0,0.0000,0.1649,1.2251,0.0000,22871.0,0.0000,inf
1184,5,2,0.4000,0.1515,1.2702,570.0000,20955.0,234.0000,49110.0
2887,15,1,0.0667,0.1939,1.5002,389.9999,8000.0,28.0000,35310.0
2513,3,0,0.0000,0.0844,1.1265,0.0000,11334.0,0.0000,inf
3285,3,0,0.0000,0.1311,1.3720,0.0000,4648.0,0.0000,inf
425,7,4,0.5714,0.1351,1.1076,-330.0001,24035.0,38.5714,40770.0
87,1,1,1.0000,0.3186,1.3305,630.0000,24847.0,750.0000,52170.0
1608,49,2,0.0408,0.1699,1.1623,810.0000,18296.0,32.4490,48960.0
1796,1,0,0.0000,0.1164,1.4467,0.0000,16893.0,0.0000,inf
2862,2,0,0.0000,0.1620,1.4274,0.0000,8214.0,0.0000,inf
1022,1,1,1.0000,0.1818,1.3345,-90.0000,21851.0,120.0000,40380.0
1335,2,0,0.0000,0.1194,1.3829,0.0000,20140.0,0.0000,inf
3062,6,0,0.0000,0.1732,1.2161,0.0000,6495.0,0.0000,inf
70,2,1,0.5000,0.1688,1.1210,600.0000,24883.0,270.0000,53880.0
1837,14,1,0.0714,0.1306,1.4789,-810.0000,16630.0,0.0000,39810.0
581,2,2,1.0000,0.1641,1.1162,-450.0001,23564.0,0.0000,40500.0
855,27,2,0.0741,0.1273,1.1329,465.0000,22553.0,33.3333,49170.0
2804,5,3,0.6000,0.1214,1.3580,-420.0000,8682.0,0.0000,35820.0
3173,2,0,0.0000,0.1404,1.4565,0.0000,5505.0,0.0000,inf
483,3,1,0.3333,0.1072,0.9892,60.0000,23874.0,20.0000,40710.0
799,3,3,1.0000,0.2222,1.1844,-160.0000,22754.0,0.0000,39030.0
511,1,0,0.0000,0.2430,1.3670,0.0000,23778.0,0.0000,inf
3020,15,2,0.1333,0.2316,0.9816,104.9999,6824.0,20.0000,31500.0
1971,5,2,0.4000,0.2041,1.2253,0.0001,15688.0,24.0000,34620.0
505,3,2,0.6667,0.2162,1.0563,210.0001,23793.0,270.0000,40260.0
971,11,6,0.5455,0.1863,1.1709,-284.9999,22086.0,32.7273,35400.0
1893,3,0,0.0000,0.1796,1.0323,0.0000,16250.0,0.0000,inf
3203,25,7,0.2800,0.1496,1.1984,-4.2856,5259.0,62.4000,32220.0
1902,16,0,0.0000,0.0697,0.9514,0.0000,16186.0,0.0000,inf
1616,4,1,0.2500,0.1688,1.4721,-450.0000,18261.0,0.0000,42750.0
922,1,0,0.0000,0.2969,1.0239,0.0000,22293.0,0.0000,inf
1592,3,0,0.0000,0.1039,1.4188,0.0000,18368.0,0.0000,inf
1633,2,0,0.0000,0.1822,1.4818,0.0000,18152.0,0.0000,inf
3521,3,1,0.3333,0.1217,1.5476,420.0000,2154.0,140.0000,36630.0
952,1,0,0.0000,0.1054,1.3551,0.0000,22185.0,0.0000,inf
2286,8,3,0.3750,0.2346,1.2062,499.9999,13302.0,180.0000,35490.0
2036,3,0,0.0000,0.0571,1.3905,0.0000,15195.0,0.0000,inf
3275,10,1,0.1000,0.1959,1.1375,89.9995,4717.0,12.0000,31680.0
3510,3,0,0.0000,0.1636,1.4014,0.0000,2225.0,0.0000,inf
3617,1,0,0.0000,0.1604,1.3710,0.0000,1270.0,0.0000,inf
2129,12,0,0.0000,0.1381,1.3804,0.0000,14513.0,0.0000,inf
2585,4,0,0.0000,0.0954,1.3406,0.0000,10771.0,0.0000,inf
2770,10,1,0.1000,0.1465,1.2254,239.9999,8944.0,24.0000,33450.0
2479,15,0,0.0000,0.1865,1.2120,0.0000,11680.0,0.0000,inf
1313,4,1,0.2500,0.2304,0.9964,269.9995,20273.0,97.5000,34470.0
3625,6,0,0.0000,0.1662,0.9933,0.0000,1216.0,0.0000,inf
329,5,3,0.6000,0.2998,1.2281,320.0000,24355.0,240.0000,43170.0
1023,5,1,0.2000,0.1883,1.3089,180.0000,21845.0,12.0000,40080.0
3059,4,0,0.0000,0.0539,1.3430,0.0000,6531.0,0.0000,inf
315,17,2,0.1176,0.1157,1.0379,1110.0000,24382.0,142.9412,56640.0
1210,15,0,0.0000,0.1612,1.1035,0.0000,20797.0,0.0000,inf
1326,5,0,0.0000,0.1820,1.5002,0.0000,20167.0,0.0000,inf
2162,5,1,0.2000,0.1075,1.2770,390.0000,14183.0,72.0000,41070.0
276,2,2,1.0000,0.2195,1.0464,569.9998,24470.0,525.0000,43740.0
2106,8,1,0.1250,0.1126,1.4004,209.9995,14655.0,22.5000,40470.0
726,13,2,0.1538,0.1096,1.1996,390.0000,23046.0,66.9231,49860.0
3561,5,0,0.0000,0.1292,1.4783,0.0000,1846.0,0.0000,inf
2904,24,3,0.1250,0.2008,1.5619,229.9999,7854.0,45.0000,37560.0
525,3,0,0.0000,0.1163,1.2589,0.0000,23733.0,0.0000,inf
932,28,1,0.0357,0.1259,0.9978,600.0000,22258.0,25.7143,53340.0
1149,2,1,0.5000,0.1749,1.2293,-239.9998,21132.0,0.0000,39210.0
1966,15,3,0.2000,0.1621,1.4729,630.0000,15711.0,132.0000,38940.0
546,4,2,0.5000,0.2130,1.2917,450.0000,23654.0,195.0000,45270.0
2308,13,5,0.3846,0.1767,1.2035,-228.0001,13130.0,27.6923,33870.0
1823,9,7,0.7778,0.0888,1.4180,72.8571,16730.0,113.3333,36480.0
1044,31,2,0.0645,0.1772,0.9699,90.0000,21720.0,10.6452,40470.0
2176,3,0,0.0000,0.1184,1.5621,0.0000,14086.0,0.0000,inf
2252,11,1,0.0909,0.1387,1.1061,-30.0000,13479.0,0.0000,41160.0
671,2,0,0.0000,0.1585,1.3027,0.0000,23284.0,0.0000,inf
1090,2,1,0.5000,0.1696,1.0447,240.0000,21454.0,105.0000,41190.0
1455,3,1,0.3333,0.1283,1.3935,839.9999,19356.0,290.0000,40860.0
645,1,0,0.0000,0.2130,1.2761,0.0000,23382.0,0.0000,inf
280,37,1,0.0270,0.1745,1.0441,690.0000,24453.0,25.1351,53190.0
804,8,0,0.0000,0.1806,0.9508,0.0000,22737.0,0.0000,inf
2362,5,0,0.0000,0.0884,1.3150,0.0000,12741.0,0.0000,inf
3288,2,0,0.0000,0.0721,1.3456,0.0000,4610.0,0.0000,inf
2062,4,0,0.0000,0.1495,1.2442,0.0000,14969.0,0.0000,inf
2628,1,1,1.0000,0.1534,1.2833,180.0000,10249.0,180.0000,36240.0
1754,17,2,0.1176,0.2576,1.1909,180.0000,17340.0,8.8235,38910.0
3102,14,2,0.1429,0.1526,1.3793,630.0000,6219.0,77.1429,43920.0
454,5,1,0.2000,0.1942,1.3259,960.0000,23960.0,180.0000,46170.0
1886,14,1,0.0714,0.1814,1.1345,-300.0000,16286.0,0.0000,41160.0
3221,16,0,0.0000,0.1555,1.0769,0.0000,5133.0,0.0000,inf
285,2,2,1.0000,0.1952,1.3826,14.9999,24446.0,135.0000,48510.0
1409,7,1,0.1429,0.2097,1.4550,90.0000,19683.0,12.8571,44130.0
1083,2,1,0.5000,0.1581,1.4510,480.0000,21481.0,270.0000,42180.0
2260,10,1,0.1000,0.1209,1.3940,-329.9999,13443.0,0.0000,38280.0
2650,30,0,0.0000,0.1088,0.9724,0.0000,9998.0,0.0000,inf
751,11,1,0.0909,0.1729,1.0602,450.0000,22958.0,32.7273,41520.0
835,11,1,0.0909,0.1470,1.1110,1080.0000,22639.0,98.1818,51300.0
3354,7,1,0.1429,0.1300,1.1993,-210.0002,3788.0,0.0000,37380.0
284,8,3,0.3750,0.2441,1.0877,419.9999,24448.0,168.7500,44640.0
233,1,0,0.0000,0.3889,1.2328,0.0000,24552.0,0.0000,inf
3380,5,1,0.2000,0.1251,1.3732,840.0001,3559.0,186.0000,41220.0
1432,16,1,0.0625,0.1402,1.5096,510.0000,19487.0,31.8750,42000.0
1874,2,0,0.0000,0.1246,1.3307,0.0000,16374.0,0.0000,inf
1484,1,0,0.0000,0.1069,1.3440,0.0000,19191.0,0.0000,inf
706,8,2,0.2500,0.1877,0.9804,720.0000,23137.0,172.5000,38850.0
282,2,0,0.0000,0.1986,1.3408,0.0000,24450.0,0.0000,inf
3492,2,1,0.5000,0.1183,1.3518,180.0000,2388.0,45.0000,33330.0
3663,1,0,0.0000,0.1347,1.3473,0.0000,770.0,0.0000,inf
1479,7,1,0.1429,0.1790,1.3157,-60.0000,19222.0,0.0000,37800.0
11,2,2,1.0000,0.4380,1.2218,869.9999,24988.0,945.0000,55830.0
1366,4,0,0.0000,0.1572,1.4511,0.0000,19957.0,0.0000,inf
1849,5,1,0.2000,0.1579,1.1603,420.0000,16551.0,108.0000,36030.0
1863,5,2,0.4000,0.1774,1.1208,-30.0001,16446.0,30.0000,34650.0
3454,2,0,0.0000,0.1139,1.2504,0.0000,2765.0,0.0000,inf
2912,1,0,0.0000,0.1490,1.4871,0.0000,7760.0,0.0000,inf
1287,10,0,0.0000,0.1727,1.4549,0.0000,20381.0,0.0000,inf
2681,4,1,0.2500,0.1551,1.2590,-300.0000,9689.0,0.0000,35370.0
1951,7,0,0.0000,0.1609,1.1910,0.0000,15826.0,0.0000,inf
2128,3,0,0.0000,0.1046,1.4078,0.0000,14514.0,0.0000,inf
3002,18,2,0.1111,0.2547,0.9352,-374.9999,6962.0,0.0000,32430.0
2561,4,1,0.2500,0.1333,1.1329,570.0000,10957.0,142.5000,50670.0
3300,5,0,0.0000,0.2288,1.0366,0.0000,4500.0,0.0000,inf
261,2,2,1.0000,0.2730,1.3384,704.9999,24508.0,780.0000,49110.0
3107,12,1,0.0833,0.1472,1.5606,329.9999,6173.0,37.5000,37050.0
2932,13,2,0.1538,0.0876,1.5163,-45.0000,7547.0,20.7692,39870.0
1862,1,1,1.0000,0.2984,1.0740,90.0000,16458.0,90.0000,35970.0
3515,2,2,1.0000,0.1040,0.9678,179.9999,2197.0,120.0000,30780.0
2764,4,0,0.0000,0.1730,1.2531,0.0000,8976.0,0.0000,inf
1490,3,0,0.0000,0.1463,1.1817,0.0000,19151.0,0.0000,inf
2421,4,0,0.0000,0.1254,1.3946,0.0000,12154.0,0.0000,inf
2254,6,2,0.3333,0.1683,1.2028,405.0000,13460.0,150.0000,36420.0
2657,13,0,0.0000,0.1536,1.0975,0.0000,9947.0,0.0000,inf
3418,15,2,0.1333,0.2231,1.6189,149.9998,3145.0,36.0000,38160.0
2238,3,0,0.0000,0.1744,1.1093,0.0000,13597.0,0.0000,inf
942,19,3,0.1579,0.1773,1.5282,-300.0001,22216.0,3.1579,38640.0
1333,5,0,0.0000,0.1832,1.5355,0.0000,20142.0,0.0000,inf
2539,2,0,0.0000,0.1044,1.4138,0.0000,11138.0,0.0000,inf
3491,5,0,0.0000,0.1609,1.2494,0.0000,2397.0,0.0000,inf
1174,56,6,0.1071,0.1283,1.0214,970.0000,21000.0,113.5714,51840.0
3209,31,1,0.0323,0.1946,1.0945,1140.0000,5231.0,37.7419,44160.0
1513,40,2,0.0500,0.2150,1.0995,885.0000,18938.0,47.2500,49770.0
686,25,1,0.0400,0.1436,1.2161,600.0000,23211.0,32.4000,47940.0
2135,1,0,0.0000,0.0322,1.3424,0.0000,14425.0,0.0000,inf
707,2,0,0.0000,0.1682,1.3440,0.0000,23136.0,0.0000,inf
3428,5,0,0.0000,0.1844,1.2316,0.0000,3035.0,0.0000,inf
2291,7,0,0.0000,0.1238,1.4702,0.0000,13274.0,0.0000,inf
2119,3,0,0.0000,0.2540,1.2557,0.0000,14573.0,0.0000,inf
2109,5,2,0.4000,0.1999,1.1842,585.0002,14639.0,276.0000,38610.0
3026,3,0,0.0000,0.1800,1.2559,0.0000,6805.0,0.0000,inf
2921,20,0,0.0000,0.1377,1.3225,0.0000,7627.0,0.0000,inf
528,12,0,0.0000,0.1273,1.1992,0.0000,23725.0,0.0000,inf
627,2,0,0.0000,0.1636,1.3651,0.0000,23446.0,0.0000,inf
3562,5,1,0.2000,0.1530,1.4045,360.0001,1830.0,96.0000,38520.0
3429,5,2,0.4000,0.1625,0.9245,-240.0001,3026.0,18.0000,30720.0
1125,11,2,0.1818,0.1546,1.5271,615.0000,21284.0,76.3636,40710.0
2118,2,1,0.5000,0.1755,1.2091,-329.9997,14578.0,0.0000,35190.0
2420,13,3,0.2308,0.1415,1.2764,-80.0001,12163.0,36.9231,36000.0
148,2,1,0.5000,0.2979,1.2181,-210.0001,24722.0,0.0000,53670.0
1949,29,1,0.0345,0.1901,1.2432,959.9998,15828.0,30.0000,36690.0
417,1,0,0.0000,0.2599,1.0662,0.0000,24058.0,0.0000,inf
2886,2,0,0.0000,0.1621,1.2940,0.0000,8017.0,0.0000,inf
3643,3,0,0.0000,0.1117,0.9806,0.0000,999.0,0.0000,inf
1194,2,0,0.0000,0.2273,1.0967,0.0000,20910.0,0.0000,inf
3094,13,1,0.0769,0.0891,1.2952,-420.0002,6255.0,0.0000,34110.0
697,1,0,0.0000,0.2155,1.3875,0.0000,23160.0,0.0000,inf
1000,12,2,0.1667,0.1584,1.4461,480.0000,21936.0,97.5000,37890.0
1648,13,2,0.1538,0.1942,1.3871,-150.0001,18071.0,18.4615,38730.0
3513,6,1,0.1667,0.1626,1.3607,-690.0000,2210.0,0.0000,35490.0
3333,1,0,0.0000,0.1226,1.2925,0.0000,4116.0,0.0000,inf
2451,26,0,0.0000,0.1190,0.9469,0.0000,11896.0,0.0000,inf
2885,4,0,0.0000,0.1340,1.1492,0.0000,8027.0,0.0000,inf
1553,1,1,1.0000,0.0818,1.5116,-570.0000,18665.0,0.0000,38700.0
2985,10,0,0.0000,0.0787,1.4734,0.0000,7079.0,0.0000,inf
1399,4,0,0.0000,0.1293,1.5419,0.0000,19756.0,0.0000,inf
2913,1,0,0.0000,0.1976,1.0349,0.0000,7748.0,0.0000,inf
122,1,1,1.0000,0.2401,1.1357,780.0001,24781.0,630.0000,48210.0
3318,9,1,0.1111,0.1954,1.2690,119.9999,4296.0,13.3333,33810.0
575,3,1,0.3333,0.2695,1.0652,-120.0001,23577.0,0.0000,40350.0
897,1,0,0.0000,0.2168,1.1375,0.0000,22401.0,0.0000,inf
2270,15,2,0.1333,0.1317,1.3113,-135.0000,13376.0,20.0000,37800.0
831,3,2,0.6667,0.1979,1.0054,209.9999,22652.0,140.0000,37950.0
3423,14,0,0.0000,0.2456,0.9319,0.0000,3110.0,0.0000,inf
3527,1,0,0.0000,0.1881,0.9406,0.0000,2075.0,0.0000,inf
1094,2,0,0.0000,0.1263,1.4726,0.0000,21428.0,0.0000,inf
486,1,0,0.0000,0.2419,1.0247,0.0000,23862.0,0.0000,inf
1198,5,2,0.4000,0.1580,1.3895,-30.0000,20881.0,36.0000,36360.0
1541,7,1,0.1429,0.2277,1.1630,179.9996,18738.0,25.7143,40110.0
1388,20,0,0.0000,0.1675,1.0405,0.0000,19800.0,0.0000,inf
1817,16,0,0.0000,0.2057,1.4596,0.0000,16750.0,0.0000,inf
2597,5,0,0.0000,0.1363,1.3289,0.0000,10650.0,0.0000,inf
341,4,0,0.0000,0.2239,1.2310,0.0000,24330.0,0.0000,inf
2983,2,0,0.0000,0.0954,1.1194,0.0000,7104.0,0.0000,inf
1052,2,0,0.0000,0.1563,1.4235,0.0000,21692.0,0.0000,inf
420,2,0,0.0000,0.1400,1.3047,0.0000,24049.0,0.0000,inf
2692,2,0,0.0000,0.1667,1.0819,0.0000,9560.0,0.0000,inf
2962,8,0,0.0000,0.1805,1.2330,0.0000,7322.0,0.0000,inf
2925,2,0,0.0000,0.2185,1.1906,0.0000,7609.0,0.0000,inf
2631,6,1,0.1667,0.3080,0.8916,-29.9996,10220.0,5.0000,32220.0
1508,10,3,0.3000,0.1821,1.4346,49.9998,18983.0,84.0000,35940.0
672,4,1,0.2500,0.3002,1.2900,240.0000,23271.0,60.0000,45390.0
442,1,1,1.0000,0.2238,1.3859,330.0000,23992.0,390.0000,48360.0
147,1,1,1.0000,0.2327,1.0942,449.9999,24723.0,450.0000,50760.0
2884,6,0,0.0000,0.1676,1.3978,0.0000,8033.0,0.0000,inf
1728,9,1,0.1111,0.1485,1.1882,270.0000,17482.0,30.0000,41130.0
1954,14,1,0.0714,0.1361,1.2809,269.9999,15814.0,4.2857,35820.0
3158,14,1,0.0714,0.1623,1.1894,360.0000,5638.0,15.0000,49890.0
157,19,0,0.0000,0.2288,1.0134,0.0000,24696.0,0.0000,inf
2732,6,3,0.5000,0.1206,1.2261,179.9999,9221.0,120.0000,33360.0
3243,8,4,0.5000,0.0706,0.9043,-397.4996,4965.0,3.7500,30150.0
1977,4,0,0.0000,0.1475,1.1368,0.0000,15656.0,0.0000,inf
3674,2,1,0.5000,0.1559,1.3688,-120.0000,680.0,0.0000,35070.0
398,1,1,1.0000,0.1460,1.2306,330.0000,24131.0,270.0000,45660.0
1257,13,3,0.2308,0.0662,1.4792,169.9999,20548.0,62.3077,41010.0
2115,13,3,0.2308,0.1908,0.8894,210.0000,14603.0,48.4615,32220.0
1467,1,0,0.0000,0.1157,1.1128,0.0000,19276.0,0.0000,inf
1281,9,2,0.2222,0.1069,1.3533,600.0000,20406.0,130.0000,42150.0
1609,6,1,0.1667,0.1217,1.4913,60.0000,18291.0,0.0000,40440.0
1331,3,0,0.0000,0.1498,1.3567,0.0000,20155.0,0.0000,inf
1959,2,0,0.0000,0.1610,1.4035,0.0000,15758.0,0.0000,inf
1960,1,0,0.0000,0.0463,1.2954,0.0000,15757.0,0.0000,inf
299,4,0,0.0000,0.1408,1.2301,0.0000,24426.0,0.0000,inf
1462,4,2,0.5000,0.0714,1.4265,60.0001,19313.0,97.5000,38430.0
2426,19,4,0.2105,0.1664,1.1466,877.5000,12110.0,161.0526,50400.0
2640,11,1,0.0909,0.2585,1.0771,839.9999,10107.0,84.5455,32430.0
1372,65,1,0.0154,0.1654,0.9632,1890.0000,19901.0,33.2308,57330.0
2907,10,4,0.4000,0.1616,1.1846,-315.0003,7840.0,57.0000,34650.0
125,1,1,1.0000,0.1989,1.2373,720.0001,24776.0,810.0000,52740.0
2542,18,2,0.1111,0.1450,1.2183,840.0000,11119.0,76.6667,47340.0
3292,6,1,0.1667,0.1251,1.4476,540.0000,4579.0,90.0000,40290.0
1188,8,3,0.3750,0.1282,1.4357,330.0000,20938.0,165.0000,36420.0
1159,2,0,0.0000,0.0670,1.0373,0.0000,21086.0,0.0000,inf
1277,14,7,0.5000,0.0909,1.2730,-4.2858,20418.0,51.4286,36810.0
1540,11,0,0.0000,0.2011,1.3166,0.0000,18750.0,0.0000,inf
1734,4,0,0.0000,0.1712,1.2199,0.0000,17440.0,0.0000,inf
590,2,0,0.0000,0.1963,1.4423,0.0000,23532.0,0.0000,inf
